player_id,first_serve_in_pct,first_serve_won_pct,second_serve_won_pct,ace_rate
204426,0.5763,0.5885,0.4643,0.0253
204427,0.6839,0.4826,0.3678,0.0051
204431,0.6079,0.6311,0.4924,0.0336
204434,0.5514,0.6303,0.4417,0.0422
205925,0.6327,0.5827,0.4191,0.0298
206124,0.7379,0.6393,0.5206,0.0174
206219,0.5581,0.5,0.3158,0.0698
206242,0.6636,0.6559,0.5146,0.0362
206252,0.6443,0.7379,0.5092,0.0642
206289,0.5935,0.6987,0.4694,0.0548
206294,0.6147,0.6298,0.443,0.033
206368,0.6262,0.7404,0.4638,0.0811
206374,0.5981,0.628,0.4643,0.0227
206408,0.625,0.5478,0.4242,0.0233
206420,0.5985,0.7492,0.4874,0.0886
210337,0.5843,0.6707,0.4776,0.0303
210722,0.5324,0.6967,0.4891,0.0715
210886,0.6956,0.6929,0.3809,0.0432
211095,0.5889,0.6555,0.4481,0.0735
211107,0.6013,0.6883,0.452,0.065
211148,0.6643,0.6557,0.5133,0.0197
211279,0.5651,0.6772,0.4683,0.0397
211316,0.619,0.6336,0.3356,0.0603
211337,0.6408,0.5779,0.3823,0.0221
211533,0.575,0.7188,0.4748,0.0808
211651,0.5373,0.7308,0.4406,0.0765
211684,0.6581,0.6595,0.4857,0.0566
211685,0.5231,0.6471,0.3871,0.0
211701,0.6226,0.6815,0.48,0.0335
211702,0.6532,0.5786,0.5154,0.0337
211713,0.6132,0.5889,0.3573,0.0551
211765,0.6959,0.7,0.4853,0.1062
211768,0.5495,0.7823,0.509,0.1021
211814,0.599,0.5985,0.4442,0.0524
211817,0.4328,0.6552,0.3421,0.0299
211843,0.5635,0.6857,0.4315,0.0275
211880,0.6304,0.5172,0.3529,0.0435
213525,0.599,0.6619,0.3305,0.0571
213550,0.7231,0.6138,0.4935,0.0141
213583,0.5825,0.6609,0.414,0.0688
213631,0.6628,0.6386,0.5172,0.022
213646,0.6472,0.6704,0.5223,0.0777
213710,0.6596,0.542,0.4619,0.0201
213887,0.7097,0.5909,0.6667,0.0
213889,0.6502,0.6007,0.4325,0.0466
213908,0.5702,0.5866,0.3816,0.0145
214040,0.6306,0.7243,0.4505,0.0392
214082,0.6983,0.6493,0.4554,0.0269
214096,0.7242,0.6816,0.4209,0.1142
214119,0.6422,0.6999,0.4894,0.0698
214149,0.598,0.6374,0.5314,0.0757
214247,0.6935,0.5804,0.3909,0.0042
214262,0.64,0.5938,0.2222,0.02
214388,0.5507,0.7368,0.5161,0.058
214452,0.7236,0.5679,0.5097,0.0277
214459,0.5957,0.6631,0.5008,0.0362
214544,0.6005,0.7552,0.5046,0.1075
214593,0.7023,0.5148,0.3624,0.0144
214604,0.5692,0.4324,0.2857,0.0154
214643,0.5333,0.7302,0.4873,0.0843
214826,0.5658,0.6279,0.3939,0.0132
214839,0.6399,0.6263,0.4378,0.0373
214906,0.6706,0.6958,0.4667,0.0435
214939,0.6629,0.6644,0.5279,0.0222
214954,0.6186,0.7078,0.4884,0.0543
214981,0.5992,0.815,0.4757,0.1333
215020,0.5874,0.6097,0.4291,0.0496
215035,0.5461,0.6476,0.5371,0.0441
215037,0.6835,0.6296,0.48,0.0633
215042,0.6274,0.6559,0.4791,0.1177
215096,0.741,0.5473,0.625,0.0074
215138,0.5856,0.7144,0.5215,0.066
215219,0.6372,0.6601,0.4281,0.0333
215306,0.7867,0.6102,0.4375,0.0067
215337,0.6,0.6944,0.2917,0.0167
215370,0.6578,0.6671,0.5101,0.0334
215431,0.5532,0.5265,0.4209,0.0417
215480,0.7007,0.6085,0.3758,0.0532
215613,0.6806,0.6715,0.5071,0.0186
215713,0.5486,0.7069,0.4744,0.0358
215785,0.6137,0.6137,0.3745,0.0208
215872,0.6356,0.5467,0.4651,0.0085
215898,0.5451,0.6994,0.4563,0.0524
215899,0.6364,0.5714,0.5,0.0
215910,0.6652,0.6447,0.3352,0.0521
215936,0.6446,0.7405,0.4449,0.0543
216016,0.7045,0.6957,0.4837,0.0736
216083,0.76,0.61,0.5263,0.0398
216097,0.5854,0.6017,0.4719,0.0171
216133,0.5541,0.6028,0.4551,0.0283
216146,0.6284,0.6785,0.4228,0.036
216262,0.5496,0.5883,0.4359,0.0495
216265,0.5696,0.7576,0.4243,0.0786
216347,0.6863,0.7398,0.5493,0.0349
219875,0.6171,0.6967,0.4749,0.0311
219917,0.4792,0.693,0.4018,0.0965
220309,0.613,0.5867,0.5267,0.0054
220332,0.6364,0.6286,0.45,0.0182
220348,0.5704,0.6731,0.5025,0.0821
220367,0.6712,0.7035,0.493,0.0544
220416,0.5048,0.6103,0.3465,0.0424
220465,0.7358,0.5107,0.4305,0.0234
220520,0.5417,0.5385,0.2273,0.0417
220548,0.6462,0.6256,0.517,0.0223
220589,0.6908,0.5497,0.4038,0.0084
220699,0.5192,0.4444,0.28,0.0577
220704,0.5863,0.6963,0.4266,0.0716
220714,0.6086,0.6302,0.4163,0.035
220750,0.7218,0.6379,0.4304,0.0172
220770,0.5506,0.7143,0.425,0.0899
221012,0.4999,0.7949,0.3651,0.1003
221039,0.6267,0.5745,0.3571,0.12
221054,0.6699,0.6558,0.5097,0.0644
221103,0.5979,0.755,0.5275,0.0846
221236,0.5806,0.7004,0.3846,0.1024
221905,0.6794,0.6841,0.4845,0.0825
221909,0.6658,0.675,0.5109,0.0458
221945,0.5294,0.7778,0.3125,0.0735
222233,0.6058,0.4762,0.5854,0.0192
222258,0.6426,0.6777,0.4336,0.0402
222296,0.5822,0.6348,0.3618,0.021
222328,0.6462,0.7003,0.446,0.0609
222601,0.6,0.6418,0.3884,0.0229
222661,0.6725,0.6235,0.4431,0.0176
222965,0.5812,0.6141,0.5094,0.0378
223331,0.6638,0.6752,0.4389,0.0439
223670,0.6593,0.6433,0.5686,0.0431
232447,0.6104,0.637,0.4384,0.0371
259104,0.5912,0.5225,0.3842,0.0
259799,0.6303,0.6986,0.5049,0.0454
260847,0.5362,0.6486,0.5,0.0435
263857,0.739,0.6616,0.45,0.0364
